dff,demixed,raw,neuropil_corrected,events,plane,col,volume,roi
"[ 0.1262201   0.10257369  0.28525925 ... -0.14839171  0.14695182
  0.2256548 ]",[233.38483 240.37558 266.97986 ... 207.87091 246.90482 235.81036],[259.46667 263.55554 303.5111  ... 225.46222 273.64    265.22223],[229.42622 233.60518 273.6422  ... 194.6912  244.96469 238.35564],[0.         0.         0.         ... 0.         0.04064196 0.        ],1,1,5,46
[0.34926078 0.07980222 0.24479993 ... 0.19279647 0.02038821 0.17368793],[330.4184  302.02512 341.67365 ... 308.1046  272.5774  297.29288],[330.4184  302.02512 341.67365 ... 308.1046  272.5774  297.29288],[275.50214 246.10641 283.04993 ... 259.0828  223.85703 249.38533],[0. 0. 0. ... 0. 0. 0.],1,1,5,47
[0.22511058 0.08160658 0.18267715 ... 0.19615515 0.29060873 0.04871273],[299.82764 281.9419  299.56015 ... 288.28265 294.08575 251.2826 ],[304.9701  285.6113  306.9535  ... 294.90698 300.16943 260.103  ],[245.77588 226.71432 248.21614 ... 237.04623 242.93733 201.86043],[0.         0.         0.02202104 ... 0.         0.         0.        ],1,1,5,48
[0.0859876  0.12416919 0.2164525  ... 0.16435437 0.06868638 0.06343026],[299.46426 326.77625 364.30414 ... 317.65497 294.73904 282.68246],[308.97296 336.2973  371.92972 ... 331.75674 302.3838  289.55676],[253.33597 281.42737 310.8031  ... 280.08658 252.34616 238.01923],[0. 0. 0. ... 0. 0. 0.],1,1,5,49
[0.11446234 0.08429874 0.20668446 ... 0.14974096 0.         0.2552199 ],[253.11108 250.62904 286.21698 ... 254.54884 237.0029  266.7209 ],[262.55682 258.11743 295.0606  ... 269.23865 243.96213 273.91287],[212.12933 209.48955 243.86766 ... 221.20882 194.45537 225.37083],[0.         0.         0.         ... 0.         0.03108181 0.        ],1,1,5,50
[0.30244786 0.13691956 0.13553847 ... 0.17691615 0.15096112 0.09968928],[279.5051  256.38495 271.3277  ... 277.65857 260.35272 258.4659 ],[287.81082 261.13965 276.1757  ... 282.4189  270.6216  262.63965],[231.58255 206.69405 215.76523 ... 227.35594 219.89282 209.71574],[0. 0. 0. ... 0. 0. 0.],1,1,5,51
"[ 0.44712043  0.25550002  0.11051184 ...  0.11203211 -0.00408517
  0.16711713]",[315.6007  305.40637 291.00708 ... 268.08127 238.54417 266.9894 ],[315.6007  305.40637 291.00708 ... 268.08127 238.54417 266.9894 ],[255.90811 243.72403 226.93047 ... 208.49452 183.05318 208.42636],[0. 0. 0. ... 0. 0. 0.],1,1,5,52
[0.12809165 0.06517372 0.16157907 ... 0.04246217 0.10204145 0.15057148],[217.48322 228.95256 241.44751 ... 209.33693 205.86057 206.07404],[273.65054 270.58365 299.8104  ... 251.73235 253.92564 247.94795],[246.95964 243.95009 272.6784  ... 226.0488  229.25528 224.37093],[0.         0.         0.         ... 0.02557516 0.         0.        ],1,1,5,53
[0.10103372 0.10897218 0.17283118 ... 0.1255797  0.04389606 0.05693246],[264.59918 267.598   282.01535 ... 248.33374 232.8212  234.92108],[289.051   293.49008 308.64307 ... 274.37677 255.11897 257.12463],[269.4079  274.2236  288.59006 ... 255.27516 236.34789 238.40276],[0. 0. 0. ... 0. 0. 0.],1,1,5,54
[0.1452542  0.20271765 0.23388085 ... 0.2287902  0.02350708 0.04473437],[235.22166 244.37659 256.5187  ... 243.99352 213.78435 221.81541],[282.0903  302.44815 314.46155 ... 297.91638 255.28429 257.32776],[240.97401 263.4089  271.5197  ... 259.47473 215.32428 217.91856],[0. 0. 0. ... 0. 0. 0.],1,1,5,55
[0.10727551 0.         0.11388869 ... 0.11212805 0.07133314 0.11811798],[242.60426 226.02638 251.62018 ... 239.78232 228.21692 227.02055],[252.32568 234.75688 259.45642 ... 248.68578 236.68349 239.69954],[230.17647 213.37769 236.8322  ... 227.37408 214.78441 218.08183],[0. 0. 0. ... 0. 0. 0.],1,1,5,56
[0.1200859  0.         0.10085563 ... 0.12015305 0.1602405  0.13412261],[257.9034  242.47826 268.77155 ... 262.0636  266.74838 243.83401],[261.24707 245.93236 274.9294  ... 266.07352 270.04706 248.94118],[205.96646 188.95436 213.6658  ... 211.09196 215.98428 193.75093],[0. 0. 0. ... 0. 0. 0.],1,1,5,57
"[ 0.03251828  0.13852082  0.41478553 ... -0.02804845  0.19351526
  0.1717087 ]",[216.51813 258.97726 303.22064 ... 232.50383 260.1756  252.7451 ],[252.38605 285.32092 344.47443 ... 253.91162 296.65115 279.4372 ],[212.28017 246.67067 301.73657 ... 218.19498 258.48126 243.59737],[0.         0.02798571 0.         ... 0.02993575 0.         0.        ],1,1,5,58
"[ 0.18503226  0.20452215  0.06701279 ... -0.02487024  0.20129365
  0.29943982]",[264.71005 293.47928 274.84024 ... 221.99408 256.28403 260.11243],[264.71005 293.47928 274.84024 ... 221.99408 256.28403 260.11243],[216.20453 247.77783 226.95169 ... 178.49521 212.2132  218.10661],[0.         0.         0.         ... 0.         0.03821481 0.        ],1,1,5,59
[0.12221168 0.0219498  0.39539596 ... 0.10031003 0.08227263 0.0037439 ],[275.00687 257.90878 332.7402  ... 265.52014 254.6947  238.78308],[292.9694  279.70068 363.37415 ... 284.2789  273.57144 255.77211],[242.19919 227.42883 310.87924 ... 234.29736 225.98897 207.16138],[0.         0.02947948 0.         ... 0.         0.         0.        ],1,1,5,60
[0.31048203 0.26678598 0.38171402 ... 0.27786982 0.23248026 0.10644984],[277.87585 289.70657 324.01978 ... 305.14154 280.74234 234.76884],[291.48825 303.9014  346.10797 ... 313.94366 292.8169  252.18779],[250.16435 263.9955  305.55737 ... 275.05725 255.79996 215.9428 ],[0. 0. 0. ... 0. 0. 0.],1,1,5,61
"[ 0.22172406  0.23290302  0.20563272 ... -0.02316027  0.10054901
  0.13813563]",[281.78467 298.68042 297.0152  ... 234.16852 252.97531 257.9332 ],[288.8981  303.44904 305.11145 ... 238.81847 256.05096 261.07962],[248.84622 265.579   263.6922  ... 200.75621 218.25154 222.54135],[0. 0. 0. ... 0. 0. 0.],1,1,5,62
[0.16232635 0.05946228 0.00538701 ... 0.09787405 0.1543284  0.2050395 ],[270.73184 259.4336  253.599   ... 251.46617 259.45114 255.18045],[270.73184 259.4336  253.599   ... 251.46617 259.45114 255.18045],[225.12068 213.84416 204.56277 ... 207.4291  213.53882 210.16797],[0.         0.         0.         ... 0.03208223 0.         0.        ],1,1,5,63
[0.2924365  0.04703273 0.04778074 ... 0.07803239 0.3466869  0.18612175],[250.2356  235.24608 250.56544 ... 237.31413 279.06284 241.73299],[250.2356  235.24608 250.56544 ... 237.31413 279.06284 241.73299],[199.81784 187.32074 199.23453 ... 189.1044  229.62529 194.06195],[0.         0.         0.         ... 0.05361539 0.         0.        ],1,1,5,64
[0.08642787 0.02596634 0.16177462 ... 0.         0.07649645 0.05469192],[257.63385 253.1799  283.38522 ... 239.98984 254.63463 248.66273],[258.82224 255.70618 286.10617 ... 240.90617 255.84445 249.59753],[212.7775  210.45287 236.47133 ... 196.40607 210.07362 204.61833],[0. 0. 0. ... 0. 0. 0.],1,1,5,65
"[ 0.37893534 -0.09917681  0.11924702 ...  0.14194274  0.18124466
  0.08807065]",[306.61075 262.26266 310.87976 ... 289.62976 296.6076  267.46204],[306.61075 262.26266 310.87976 ... 289.62976 296.6076  267.46204],[268.18045 220.44164 267.54944 ... 253.36156 256.49506 228.91681],[0. 0. 0. ... 0. 0. 0.],1,1,5,66
[0.3304047  0.07362382 0.18660465 ... 0.12549964 0.26614293 0.24009027],[301.9827  259.07812 287.0234  ... 265.35007 289.7396  275.0644 ],[302.83334 259.77652 288.60226 ... 267.06818 290.41287 275.77652],[285.78314 243.2017  271.3922  ... 249.25801 274.07037 257.56522],[0.         0.         0.         ... 0.04041703 0.         0.        ],1,1,5,67
[0.5371725  0.2124281  0.20574467 ... 0.0164222  0.14045839 0.06747293],[339.82974 297.6057  307.72568 ... 255.50485 273.5882  245.71588],[352.3686  309.2116  320.49146 ... 267.49146 286.22183 261.96588],[315.18372 271.40454 281.86847 ... 230.8333  251.30081 226.9039 ],[0. 0. 0. ... 0. 0. 0.],1,1,5,68
[1.5860806  1.1947805  1.3844692  ... 0.87900686 0.94662213 0.6313261 ],[549.4138  482.1403  519.7183  ... 417.33206 410.6894  344.72348],[577.6759  512.2016  558.97235 ... 441.17392 438.4229  375.4585 ],[529.95966 465.37906 508.32388 ... 398.79474 395.0842  331.41327],[0.         0.04757399 0.         ... 0.         0.         0.        ],1,1,5,69
[0.10050337 0.13630046 0.20493151 ... 0.03328276 0.24064662 0.08998121],[236.51282 224.7644  254.66832 ... 232.35378 261.17862 229.3768 ],[258.82144 268.7723  291.4375  ... 259.01785 294.9107  258.36606],[224.37105 234.09222 259.46964 ... 227.85484 261.62424 225.64145],[0.         0.         0.         ... 0.02930177 0.         0.        ],1,1,5,70
[0.23054007 0.01449242 0.11696627 ... 0.11340228 0.07382675 0.38849   ],[286.09164 246.55777 271.18726 ... 262.1275  245.76892 286.91235],[286.09164 246.55777 271.18726 ... 262.1275  245.76892 286.91235],[243.59021 205.4125  226.1872  ... 219.50027 205.00032 245.56764],[0.         0.         0.         ... 0.         0.04957307 0.        ],1,1,5,71
"[ 0.39368865  0.29691365 -0.03933502 ...  0.1232497   0.12875314
  0.        ]",[302.8307  306.64578 256.14117 ... 264.02188 269.4221  230.49568],[325.0418  324.73312 269.1093  ... 279.33762 280.3569  242.99358],[289.82654 288.20172 230.75569 ... 247.86864 247.45183 208.38922],[0. 0. 0. ... 0. 0. 0.],1,1,5,72
[0.37750232 0.0782823  0.08530045 ... 0.03482462 0.3294625  0.20720181],[313.3229  289.95834 300.57812 ... 279.64062 329.93228 297.34375],[313.3229  289.95834 300.57812 ... 279.64062 329.93228 297.34375],[263.57297 242.01137 247.8695  ... 232.83897 280.20477 248.58768],[0.        0.        0.        ... 0.0524135 0.        0.       ],1,1,5,73
"[ 0.18347333  0.13265926  0.0303539  ... -0.02334258  0.02285419
  0.15525597]",[263.55673 264.4289  247.57176 ... 235.877   236.75636 258.7086 ],[271.6087  269.05533 256.52963 ... 240.91304 242.28854 263.50198],[230.93616 228.60767 216.16243 ... 202.33919 203.45015 225.41232],[0.         0.         0.         ... 0.         0.02440187 0.        ],1,1,5,74
[0.2426276  0.07274969 0.         ... 0.04287692 0.2723767  0.23276404],[267.5766  242.54771 228.77643 ... 220.39641 260.67703 246.95602],[312.6505  284.57785 271.98962 ... 264.16263 302.23877 280.7924 ],[262.8553  235.79199 221.97737 ... 220.21318 257.42694 235.42035],[0.         0.         0.         ... 0.03996401 0.         0.        ],1,1,5,75
[0.3573059  0.3599962  0.7465983  ... 0.39252433 0.24327599 0.2928122 ],[337.08893 341.1639  411.825   ... 352.35822 320.86945 323.90002],[351.85913 356.6022  435.32874 ... 363.61325 331.74585 336.79282],[281.40924 288.0615  361.3386  ... 296.2642  267.70804 271.38776],[0.         0.08120485 0.         ... 0.         0.         0.        ],1,1,5,76
[0.         0.1509354  0.12033957 ... 0.19747835 0.20095955 0.12469456],[255.17444 286.90057 284.76788 ... 273.38577 275.21194 250.56302],[260.32074 292.6651  290.87265 ... 278.9363  280.02124 257.75943],[208.92601 241.90036 237.74568 ... 230.33788 230.32617 207.00575],[0. 0. 0. ... 0. 0. 0.],1,1,5,77
[0.43926015 0.21261877 0.17655866 ... 0.02298365 0.10217246 0.12596627],[342.66367 315.52692 315.40582 ... 266.1435  269.9529  270.3722 ],[342.66367 315.52692 315.40582 ... 266.1435  269.9529  270.3722 ],[281.7267  256.2768  250.91791 ... 210.53642 212.1886  213.9074 ],[0.      0.      0.      ... 0.02367 0.      0.     ],1,1,5,78
[0.18378772 0.0957806  0.32512957 ... 0.4029582  0.2057828  0.42792487],[294.20697 281.4596  328.0588  ... 344.15045 295.84357 331.3701 ],[298.6316  284.74924 331.66873 ... 346.35605 298.21362 335.96906],[260.33328 246.02803 293.45407 ... 310.88287 261.58243 298.3413 ],[0.         0.02794296 0.         ... 0.         0.02746603 0.        ],1,1,5,79
[0.24987862 0.1452616  0.13529944 ... 0.09590075 0.09743191 0.07377985],[269.61255 258.09335 260.96234 ... 248.3314  239.05919 242.81429],[296.95505 285.40167 290.71628 ... 272.5646  270.07864 262.80338],[245.79282 236.51231 238.96895 ... 223.94595 223.74458 216.26646],[0. 0. 0. ... 0. 0. 0.],1,1,5,80
"[ 0.15583818  0.09856433  0.24234276 ... -0.02099725  0.09746909
  0.23399116]",[236.59355 236.94049 244.48479 ... 198.84904 217.99165 240.70189],[263.43204 262.3398  293.12137 ... 218.90291 238.08737 260.37378],[236.14597 233.83926 264.9232  ... 191.85439 212.86292 234.29198],[0.        0.        0.        ... 0.        0.0303362 0.       ],1,1,5,81
"[ 0.3575523   0.22727497  0.1539337  ... -0.06870823  0.0525707
  0.0885086 ]",[289.39395 268.03638 271.4     ... 227.81212 242.7697  239.84848],[289.39395 268.03638 271.4     ... 227.81212 242.7697  239.84848],[246.51004 227.8154  227.70717 ... 188.79143 200.84561 199.88786],[0. 0. 0. ... 0. 0. 0.],1,1,5,82
[0.06722072 0.18438578 0.04710318 ... 0.05483996 0.10741433 0.00367779],[256.46155 283.72726 263.0874  ... 254.4056  259.52798 240.45105],[256.46155 283.72726 263.0874  ... 254.4056  259.52798 240.45105],[213.95451 240.35103 219.30713 ... 210.30132 217.27574 197.5225 ],[0. 0. 0. ... 0. 0. 0.],1,1,5,83
[0.19037092 0.13180645 0.23866142 ... 0.07657231 0.0734453  0.20410539],[266.9102  253.83385 281.8662  ... 259.21893 246.4845  255.85979],[281.54886 270.      295.3659  ... 272.8095  262.1554  277.73184],[258.1503  246.56247 270.69696 ... 249.5572  239.80275 255.64911],[0.         0.         0.         ... 0.         0.02686862 0.        ],1,1,5,84
[0.211557   0.07851774 0.27736804 ... 0.18488446 0.05952904 0.13312659],[294.71863 274.69217 318.1626  ... 270.84146 242.93102 251.02748],[297.70667 278.1378  321.81778 ... 276.25778 246.34666 255.69778],[256.45013 236.49037 279.57504 ... 235.85333 208.2816  216.5749 ],[0. 0. 0. ... 0. 0. 0.],1,1,5,85
[0.27369246 0.16962002 0.11883539 ... 0.06182698 0.1253731  0.0189053 ],[331.2641  315.25128 314.6564  ... 296.3564  306.77948 279.62308],[331.2641  315.25128 314.6564  ... 296.3564  306.77948 279.62308],[276.28934 259.2258  255.81894 ... 243.93628 256.42322 225.81119],[0.         0.         0.         ... 0.01326114 0.         0.        ],1,1,5,86
[0.2447289  0.         0.13849176 ... 0.26964164 0.17576969 0.        ],[276.22037 258.27505 295.83255 ... 288.43594 259.11044 222.2682 ],[291.39667 272.74335 311.59    ... 304.01334 274.57333 233.22333],[253.7066  237.31267 275.1216  ... 270.12143 242.82617 200.26717],[0. 0. 0. ... 0. 0. 0.],1,1,5,87
[0.04710644 0.19894917 0.09147013 ... 0.07848917 0.01355341 0.11992161],[272.22986 306.28357 295.0567  ... 276.51343 264.58807 272.9224 ],[272.22986 306.28357 295.0567  ... 276.51343 264.58807 272.9224 ],[231.56482 263.77386 248.47763 ... 236.37994 222.0131  232.34726],[0. 0. 0. ... 0. 0. 0.],1,1,5,88
[0.2350071  0.12052211 0.35224298 ... 0.         0.04361438 0.14467888],[282.3521  266.3243  312.50998 ... 238.07268 235.57445 233.0616 ],[297.96042 281.45685 332.73383 ... 255.88849 252.22302 246.08994],[253.9259  238.9417  284.2116  ... 208.60681 207.58942 199.1828 ],[0.         0.         0.         ... 0.         0.02087764 0.        ],1,1,5,89
[0.3543645  0.15983853 0.31136686 ... 0.01534735 0.27141488 0.24465384],[288.55283 278.0616  299.6161  ... 229.23874 276.1547  263.20175],[343.40826 313.36697 347.10092 ... 273.02753 313.70184 298.62845],[296.80795 261.8976  296.18643 ... 229.22331 269.26117 254.54794],[0.         0.         0.         ... 0.         0.02321463 0.        ],1,1,5,90
[0.09056901 0.2232331  0.14304355 ... 0.07156012 0.19541089 0.28327107],[251.09773 280.369   280.67633 ... 258.27414 274.5186  283.65308],[259.5473  288.26352 290.23648 ... 264.58447 283.96283 291.22635],[228.83197 257.43195 259.593   ... 235.59033 256.8747  262.62592],[0.         0.         0.         ... 0.         0.04200355 0.        ],1,1,5,91
"[ 0.1587377  -0.04717937  0.13957033 ...  0.46892977  0.25224552
  0.11825529]",[206.0916  179.93062 212.42943 ... 332.64185 278.06888 254.61708],[237.39758 214.69276 257.40964 ... 366.0783  318.93976 287.71686],[231.03946 208.30823 251.33339 ... 359.98584 312.81146 281.7151 ],[0. 0. 0. ... 0. 0. 0.],1,1,5,92
[0.27011296 0.17986877 0.11831424 ... 0.01543718 0.1474707  0.20909104],[275.86554 272.86835 270.10202 ... 237.94887 260.9812  240.4923 ],[300.5028  297.03073 300.47766 ... 261.31564 282.4609  266.87988],[251.53767 248.95538 247.73618 ... 213.34985 234.71486 222.86618],[0.         0.         0.         ... 0.03764572 0.         0.        ],1,1,5,93
[0.12157991 0.00832627 0.14926133 ... 0.05431067 0.09183446 0.10969757],[243.27145 223.12346 256.60214 ... 221.3973  227.90416 228.23029],[251.4281  231.05017 263.2241  ... 230.98662 236.30435 235.74582],[225.28189 204.07805 234.77153 ... 205.38867 210.27213 209.62479],[0. 0. 0. ... 0. 0. 0.],1,1,5,94
[0.03259813 0.23894289 0.08761153 ... 0.07344816 0.15425687 0.28034788],[237.70184 272.95358 254.89497 ... 241.0698  243.55278 265.59238],[238.90323 274.19354 256.05807 ... 242.2258  244.70967 266.79355],[202.17448 237.61076 218.82379 ... 207.59683 211.65633 232.29935],[0.         0.         0.         ... 0.         0.02811301 0.        ],1,1,5,95
[0.1508494  0.13051665 0.03228471 ... 0.05947682 0.0698032  0.08373022],[269.41876 274.02527 260.56317 ... 248.7509  239.89531 239.60649],[269.41876 274.02527 260.56317 ... 248.7509  239.89531 239.60649],[216.59157 216.97879 203.0945  ... 193.63535 185.48387 184.4429 ],[0. 0. 0. ... 0. 0. 0.],1,1,5,96
"[ 0.43422085  0.11845251  0.2195034  ... -0.00398243  0.06151852
  0.20528989]",[378.96594 315.98477 345.51187 ... 283.5863  294.21155 305.3633 ],[391.1579  326.43768 357.73407 ... 292.0277  301.39334 314.68976],[321.45996 259.9227  282.98862 ... 226.18732 236.82643 248.56123],[0.         0.         0.02052756 ... 0.         0.03378529 0.        ],1,1,5,97
[0.07672978 0.06361642 0.16147585 ... 0.05059734 0.12444831 0.10979114],[289.79172 278.33023 306.43198 ... 254.98344 269.8688  264.3216 ],[303.62625 298.19193 319.87204 ... 269.80472 283.4175  279.49158],[262.59494 260.2841  281.0767  ... 234.45744 248.106   243.33984],[0. 0. 0. ... 0. 0. 0.],1,1,5,98
[0.03277357 0.14639159 0.25067356 ... 0.5638804  0.4062886  0.62388337],[193.69815 212.92184 222.73933 ... 348.5838  317.13522 341.3349 ],[258.61798 283.17978 302.67416 ... 405.57864 369.7472  410.29214],[220.3478  245.86388 264.87488 ... 368.78952 332.19925 374.1808 ],[0. 0. 0. ... 0. 0. 0.],1,1,5,99
"[ 0.3846841  -0.04605004  0.39732474 ...  0.27681613  0.03711103
  0.1689324 ]",[287.20667 220.34666 313.40668 ... 295.84668 245.65334 263.01334],[287.20667 220.34666 313.40668 ... 295.84668 245.65334 263.01334],[267.78308 200.8034  291.76065 ... 277.66113 228.23277 245.26726],[0. 0. 0. ... 0. 0. 0.],1,1,5,100
[0.10833248 0.08543488 0.19001615 ... 0.12736288 0.16266875 0.14491415],[270.54208 273.79126 307.92255 ... 261.46466 268.73065 253.64647],[270.54208 273.79126 307.92255 ... 261.46466 268.73065 253.64647],[233.6731  238.07266 269.68384 ... 227.29544 233.90639 220.93167],[0. 0. 0. ... 0. 0. 0.],1,1,5,101
[0.14660488 0.14255087 0.17543572 ... 0.10448023 0.40720233 0.05167392],[274.18488 278.7731  289.19748 ... 246.19328 298.39075 220.7395 ],[274.18488 278.7731  289.19748 ... 246.19328 298.39075 220.7395 ],[234.3099  240.41885 247.54987 ... 209.40408 260.66574 183.18008],[0.         0.         0.         ... 0.04481205 0.         0.        ],1,1,5,102
