dff,demixed,raw,neuropil_corrected,events,plane,col,volume,roi
[0.5954329  0.3186873  0.5610274  ... 0.56200147 0.6689539  0.24748628],[433.36612 415.22403 489.36066 ... 403.91257 415.34973 363.38797],[433.36612 415.22403 489.36066 ... 403.91257 415.34973 363.38797],[212.4008  211.33224 246.89806 ... 218.76459 226.69568 176.857  ],[0. 0. 0. ... 0. 0. 0.],1,2,5,155
"[ 0.73771465 -0.02108436  0.49314526 ...  0.39259836  0.12646587
  0.75327605]",[486.0042  409.2159  506.46762 ... 416.9947  375.18106 407.72745],[486.78424 410.07468 507.19916 ... 422.94604 383.94604 408.56845],[299.48438 209.47023 295.94888 ... 253.95113 214.09901 242.27979],[0.         0.         0.06736199 ... 0.         0.07162427 0.        ],1,2,5,156
[1.1663873 0.6656018 1.3041805 ... 0.2617708 0.5516816 0.4237129],[512.2108  452.16217 562.1892  ... 389.43243 404.42703 387.94055],[512.2108  452.16217 562.1892  ... 389.43243 404.42703 387.94055],[319.5143  261.9379  348.88574 ... 205.25494 227.92351 205.44012],[0.         0.         0.03707183 ... 0.05828316 0.         0.        ],1,2,5,157
"[ 0.03984587  0.6913665   0.5212136  ... -0.27279347  1.0323374
  1.0671512 ]",[381.29178 456.19724 454.35086 ... 311.67    417.55072 380.07208],[383.53644 464.33774 460.81458 ... 317.33774 420.2119  383.0265 ],[181.07588 270.83243 250.61957 ... 132.15254 244.69383 205.50357],[0.08380207 0.         0.         ... 0.         0.17493646 0.        ],1,2,5,158
[0.84812427 0.34200644 0.5257457  ... 0.7007168  0.2138199  1.1754253 ],[472.56946 425.24304 482.77777 ... 450.93054 392.45834 494.4236 ],[472.56946 425.24304 482.77777 ... 450.93054 392.45834 494.4236 ],[275.99075 229.28743 267.954   ... 287.485   217.89667 317.7858 ],[0.        0.        0.        ... 0.        0.1479467 0.       ],1,2,5,159
"[ 0.44040418  0.35563862 -0.02985511 ...  0.04279889 -0.06346878
  0.4663302 ]",[465.55762 460.5438  446.87097 ... 394.84332 372.75116 437.46542],[465.55762 460.5438  446.87097 ... 394.84332 372.75116 437.46542],[250.4577  248.6231  197.47989 ... 208.70612 186.64505 252.87811],[0.         0.         0.         ... 0.         0.06543338 0.        ],1,2,5,160
[1.2681324  0.5262364  0.6085478  ... 0.06777444 0.10897908 0.48216707],[429.08218 417.26028 468.78082 ... 360.93835 373.9452  426.46576],[429.08218 417.26028 468.78082 ... 360.93835 373.9452  426.46576],[224.81792 220.33992 234.87386 ... 179.04608 182.50139 226.50125],[0.         0.         0.         ... 0.         0.04948393 0.        ],1,2,5,161
[3.1273088 2.846507  2.2661953 ... 1.5817659 2.0405083 3.4108083],[1064.7528 1044.91   1001.5801 ...  866.9401  949.0825 1129.5217],[1093.9066  1074.5967  1024.7267  ...  901.73     984.95667 1173.7267 ],[845.2067  839.1775  777.85864 ... 664.76276 746.80914 970.5182 ],[0.         0.         0.10912579 ... 0.         0.3214953  0.        ],2,2,5,0
[1.1379108 0.986934  1.0676199 ... 1.064107  1.0283641 1.594112 ],[ 881.28534  869.8121   928.5749  ...  953.40607  900.86835 1020.9312 ],[ 994.7973   956.21173 1040.1532  ... 1045.5991   994.2072  1147.4099 ],[ 860.9265   842.69196  898.30786 ...  924.6968   880.9155  1035.9867 ],[0.         0.         0.24974951 ... 0.         0.10291155 0.        ],2,2,5,1
[5.0548444 5.0291805 4.060655  ... 2.0344687 2.0735552 4.2741923],[1393.6038  1403.3043  1298.0074  ...  916.97076  914.91626 1201.8003 ],[1454.6709 1459.5427 1383.1752 ...  950.0598  940.3034 1261.4786],[1207.4492 1216.777  1124.0461 ...  723.7702  715.1584 1069.078 ],[0.08622328 0.         0.20188266 ... 0.         0.3420386  0.        ],2,2,5,2
[1.4623986  0.77786034 1.4452972  ... 0.38943294 1.2508131  1.7882248 ],[635.54865 575.29254 658.30963 ... 447.35565 506.28738 516.29846],[689.0482  616.9189  721.1645  ... 495.66885 555.4101  564.1118 ],[298.1545  231.8457  306.9813  ... 174.52419 223.58203 248.91182],[0.         0.         0.0685545  ... 0.17582084 0.12390184 0.        ],2,2,5,3
[3.5724378 2.8538392 3.7710366 ... 1.0564691 0.9022322 1.804221 ],[1039.9906  937.0847 1170.188  ...  576.2205  567.3331  720.4055],[1090.8301   984.67975 1188.2745  ...  634.1699   608.27454  752.7843 ],[897.6707  783.7679  981.19147 ... 481.75555 450.6802  605.6408 ],[0.         0.18011987 0.266213   ... 0.         0.03545206 0.        ],2,2,5,4
"[ 1.0444528  -0.03971232  0.7225956  ... -0.00839315  0.32519242
  0.33962995]",[490.61243 370.25836 484.28708 ... 326.18182 363.08133 371.38757],[490.61243 370.25836 484.28708 ... 326.18182 363.08133 371.38757],[301.51898 172.69922 290.59842 ... 173.83267 214.1086  210.75569],[0.         0.         0.         ... 0.         0.03821954 0.        ],2,2,5,5
[4.9869914  3.4121132  3.345717   ... 0.2953953  0.2740243  0.43856385],[815.6553  759.5003  790.92694 ... 458.8401  433.51187 415.26447],[818.72754 760.56885 795.22156 ... 461.71857 435.82935 418.58383],[508.1849  459.67722 462.67484 ... 174.71709 148.96852 142.8763 ],[0.         0.         0.09797101 ... 0.         0.04498671 0.        ],2,2,5,6
[1.0894967  1.1961329  0.7922962  ... 0.39214203 0.77781135 0.63695675],[590.48755 586.7829  598.76154 ... 495.8363  562.09607 520.2562 ],[590.48755 586.7829  598.76154 ... 495.8363  562.09607 520.2562 ],[287.69614 307.65057 266.75623 ... 240.84628 289.73315 257.44293],[0.         0.         0.28488773 ... 0.         0.         0.        ],2,2,5,7
[0.19565503 0.62720096 0.55700696 ... 0.27055916 0.36106443 0.22474743],[371.42188 435.76172 440.5703  ... 366.83984 345.3164  324.27734],[371.42188 435.76172 440.5703  ... 366.83984 345.3164  324.27734],[216.1318  282.65723 273.50104 ... 218.22159 215.22455 193.49408],[0.07333393 0.         0.         ... 0.03626482 0.         0.        ],2,2,5,8
[1.1159136  1.250095   0.92149097 ... 0.39449805 0.21934995 1.0703962 ],[531.17804 558.7197  513.9394  ... 406.03787 380.22726 465.40152],[531.17804 558.7197  513.9394  ... 406.03787 380.22726 465.40152],[360.25366 384.68036 334.8798  ... 266.3278  231.40097 319.71802],[0.         0.         0.         ... 0.         0.10006627 0.        ],2,2,5,9
[0.41811386 0.26703703 0.5484447  ... 0.35188013 0.308451   0.49160248],[461.26517 433.03003 506.1402  ... 449.24042 437.38788 464.95502],[482.34445 454.7815  528.55927 ... 464.33334 456.13333 483.02963],[300.672   278.27133 335.73602 ... 300.02786 288.885   321.35388],[0.         0.         0.366994   ... 0.         0.03598967 0.        ],2,2,5,10
[0.94017214 0.42058477 0.670877   ... 0.         0.43978453 0.8697163 ],[484.87466 413.60104 468.88617 ... 327.08572 389.96826 382.7483 ],[510.94116 441.91763 501.07452 ... 349.25882 414.2353  408.54117],[310.55975 242.68445 283.69986 ... 185.39484 236.97946 239.00539],[0.         0.         0.         ... 0.         0.12854318 0.        ],2,2,5,11
[2.683542  3.4279597 2.8713555 ... 0.7181143 1.0047286 1.7111655],[693.11926 829.4212  917.067   ... 540.44434 587.18146 581.8702 ],[751.30273 896.1055  988.9037  ... 570.48627 614.7569  609.7477 ],[523.9428  667.1595  740.6297  ... 352.76733 396.28046 411.79785],[0.20395382 0.         0.13119814 ... 0.         0.10253429 0.        ],2,2,5,12
[0.45731768 0.25262815 0.3215501  ... 0.06749693 0.09131012 0.71481353],[402.16666 377.1036  397.27478 ... 324.27026 296.07657 384.34683],[402.16666 377.1036  397.27478 ... 324.27026 296.07657 384.34683],[241.64185 215.8995  230.7693  ... 180.59334 159.9686  238.44156],[0.         0.         0.         ... 0.         0.08576784 0.        ],2,2,5,13
[0.40626258 0.24271297 0.34229368 ... 0.4663999  0.01526183 0.02378683],[461.36618 425.24554 482.1189  ... 454.52084 374.9702  367.51   ],[469.0909  432.54544 490.3262  ... 471.19788 382.40106 375.80212],[285.88034 266.66272 297.3402  ... 324.56314 236.5789  228.85095],[0.         0.         0.03513069 ... 0.         0.         0.        ],2,2,5,14
[1.7663813 1.9094657 1.5340688 ... 0.4544513 0.7601007 1.0769093],[505.99408 503.6617  525.092   ... 409.8457  443.3976  426.7893 ],[505.99408 503.6617  525.092   ... 409.8457  443.3976  426.7893 ],[200.12283 223.1484  218.63425 ... 158.20212 174.59279 186.83806],[0.         0.         0.11739063 ... 0.         0.05910788 0.        ],2,2,5,15
[0.69424355 0.10874864 0.7984004  ... 0.16140129 0.13650769 0.        ],[450.57748 399.84396 537.9201  ... 380.78546 390.66052 344.60297],[472.62558 423.94788 558.31757 ... 404.71564 409.89572 360.545  ],[250.16959 223.11685 334.06058 ... 225.64796 221.77444 189.17465],[0. 0. 0. ... 0. 0. 0.],2,2,5,16
[0.84179515 0.43149433 0.5307545  ... 0.43529588 0.00883376 0.23790753],[528.89844 519.20215 547.0869  ... 466.49536 386.67477 387.65356],[587.8311  568.8338  601.3941  ... 514.4879  426.77747 429.79623],[313.7312  284.34946 325.5365  ... 278.9385  189.17468 219.15775],[0. 0. 0. ... 0. 0. 0.],2,2,5,17
[1.028504   1.0561082  1.0398548  ... 0.32012048 0.86361724 0.52535194],[524.85156 530.0228  536.218   ... 407.53946 494.84167 389.58112],[549.43695 557.3018  559.84686 ... 422.55856 520.77026 406.53152],[338.45526 351.96353 351.90326 ... 262.76666 342.3993  232.599  ],[0.        0.        0.        ... 0.1268553 0.        0.       ],2,2,5,18
[0.71498406 0.34225714 0.48816547 ... 0.32891998 0.3440116  0.42259756],[352.2642  359.9643  405.19653 ... 316.6988  306.29077 306.6644 ],[540.5414  506.1879  578.64014 ... 450.09872 435.20383 443.99683],[367.4733  332.3503  368.81744 ... 300.88565 298.3975  294.72076],[0.         0.         0.02695893 ... 0.03677943 0.         0.        ],2,2,5,19
[0.6824567  0.         0.5261972  ... 0.16501683 0.08094799 0.40118095],[399.35974 311.82925 412.85367 ... 334.2561  317.38416 321.7134 ],[399.35974 311.82925 412.85367 ... 334.2561  317.38416 321.7134 ],[237.95912 154.28809 238.95033 ... 191.55612 179.74881 187.72961],[0.         0.         0.         ... 0.         0.05528914 0.        ],2,2,5,20
[1.2612443  0.9354764  1.0660144  ... 0.45015207 0.534514   1.0224053 ],[489.3186  481.35278 508.3017  ... 411.23596 410.23212 467.83374],[553.2263  538.9383  576.4239  ... 458.14404 455.11523 520.47327],[389.35834 371.52652 394.9486  ... 309.0788  317.29266 377.65155],[0.         0.         0.12700258 ... 0.         0.07808535 0.        ],2,2,5,21
[0.98647773 0.47936875 0.61408335 ... 0.1027916  0.6627862  0.44585267],[420.18472 381.92993 406.42038 ... 326.3503  353.32483 308.0637 ],[420.18472 381.92993 406.42038 ... 326.3503  353.32483 308.0637 ],[224.63986 199.826   215.42229 ... 152.23468 183.77623 152.4686 ],[0.         0.         0.         ... 0.07709488 0.         0.        ],2,2,5,22
[0.41949788 0.39821094 0.44993585 ... 0.         0.16861774 0.33731574],[369.69254 379.50565 400.4811  ... 299.58035 329.7156  328.74805],[388.74918 401.54514 417.98328 ... 320.92307 342.7057  360.31104],[243.4547  266.56424 277.27435 ... 203.24533 225.98088 241.87488],[0.         0.         0.117653   ... 0.         0.04442558 0.        ],2,2,5,23
"[ 1.176199    0.88260204  0.76129305 ...  0.04376948 -0.18259846
  0.2037294 ]",[566.3274  506.1882  506.41852 ... 366.49515 321.74994 332.43192],[585.71735 523.1277  529.4894  ... 375.03647 327.7143  346.1155 ],[342.25327 309.98883 296.3727  ... 187.79448 150.31932 173.23505],[0.         0.         0.04538724 ... 0.         0.         0.        ],2,2,5,24
[0.6282778  0.46857    0.56711423 ... 0.00351523 0.39005873 0.4004084 ],[470.75812 452.7623  490.7394  ... 395.7797  439.71036 438.9165 ],[562.7462  541.86365 595.0303  ... 480.21213 537.82574 521.6629 ],[314.0045  296.2591  321.23938 ... 266.0505  322.84204 299.66498],[0.         0.         0.19816881 ... 0.0596039  0.         0.        ],2,2,5,25
[0.48774496 0.5606004  0.56977946 ... 0.04356093 0.09775203 0.35448155],[292.09558 286.3915  325.31912 ... 244.9761  252.15834 305.05475],[407.66055 429.0734  444.3945  ... 332.68808 341.50458 389.45413],[332.79077 356.18683 364.235   ... 266.25177 273.27176 322.82047],[0.         0.         0.10673196 ... 0.         0.04604166 0.        ],2,2,5,26
[0.05194355 0.0578986  0.8398395  ... 0.34054747 0.41269606 0.63674384],[269.97162 288.01913 427.19482 ... 299.5532  309.63364 316.52612],[361.6316  365.689   525.8947  ... 385.33493 385.4354  394.99042],[231.0571  244.1154  386.91785 ... 268.01895 273.47043 287.3083 ],[0.         0.10022718 0.18615563 ... 0.         0.08251639 0.        ],2,2,5,27
[2.1059415  1.9834062  1.9346006  ... 0.         0.01353714 0.        ],[641.91156 625.3333  632.63947 ... 332.0476  326.0136  281.7551 ],[641.91156 625.3333  632.63947 ... 332.0476  326.0136  281.7551 ],[486.28412 473.34268 467.44138 ... 192.8261  193.54028 154.41077],[0.         0.         0.18260454 ... 0.         0.         0.        ],2,2,5,28
[0.39250982 0.44094357 0.33284086 ... 0.33262375 0.3194355  0.76577383],[374.052 383.792 378.244 ... 361.012 352.548 411.9  ],[374.052 383.792 378.244 ... 361.012 352.548 411.9  ],[221.06221 229.35883 215.42612 ... 224.00249 217.39052 264.37906],[0.         0.         0.         ... 0.         0.05770113 0.        ],2,2,5,29
[3.3271093  3.045858   3.3692515  ... 0.76422864 0.8886818  0.87964934],[805.38934 788.79486 888.81586 ... 481.62253 492.66507 465.32535],[874.36505 862.69574 962.2778  ... 548.6799  549.7778  516.4312 ],[551.9042  545.0895  613.5304  ... 268.0057  264.39993 243.55469],[0.         0.09174321 0.1063574  ... 0.0307633  0.         0.        ],2,2,5,30
[0.61512434 0.80197823 1.6119931  ... 0.42205232 0.2146457  0.4279694 ],[419.80148 452.2099  615.10486 ... 393.98502 351.30518 367.21393],[455.23944 497.46008 658.21594 ... 419.0141  384.95306 402.1737 ],[290.2425  337.18143 473.6091  ... 271.48584 237.83438 254.3008 ],[0.         0.21298835 0.12197834 ... 0.         0.03524109 0.        ],2,2,5,31
[0.2448192  0.45914733 0.46636173 ... 0.12611188 0.         0.45378584],[288.31845 323.40558 360.15588 ... 289.51364 263.93234 326.50702],[302.3886  338.8394  371.7772  ... 308.07773 285.51294 342.23315],[175.92201 219.40453 238.36859 ... 189.13747 169.1597  222.23203],[0.         0.         0.         ... 0.         0.05269999 0.        ],2,2,5,32
[0.7131707  0.5086899  0.4121946  ... 0.08546783 0.40323633 0.06765156],[362.7656  353.9357  339.49988 ... 295.9654  317.3513  277.17215],[398.27643 387.65042 381.7927  ... 328.22763 359.7439  310.39432],[246.24344 235.81323 224.74472 ... 187.76886 227.42204 174.78473],[0.         0.         0.04673192 ... 0.03650232 0.         0.        ],2,2,5,33
[1.3077433 1.3399086 1.2725598 ... 1.2045788 1.0394248 2.3189428],[407.18405 437.43558 444.04907 ... 434.9448  400.92026 525.93866],[407.18405 437.43558 444.04907 ... 434.9448  400.92026 525.93866],[253.53668 291.90448 289.02496 ... 287.78464 261.98737 390.7781 ],[0.         0.         0.06485447 ... 0.         0.15486038 0.        ],2,2,5,34
[1.2200938 1.2587644 1.3087449 ... 1.6163322 2.0649524 2.2467802],[552.2859  582.879   608.6369  ... 618.4884  649.1231  665.32983],[644.0914  660.7432  700.7185  ... 686.479   727.9185  738.07904],[431.03162 446.40094 466.51724 ... 498.82602 544.4489  564.54474],[0.         0.         0.06278147 ... 0.07351267 0.10801839 0.        ],2,2,5,35
[2.2627952  1.6627088  2.37971    ... 0.8761483  0.42478278 1.2609723 ],[705.9185 641.7986 786.6674 ... 501.3418 405.3757 523.4124],[707.2133  643.18    790.      ... 502.55334 406.74    527.4133 ],[540.29895 467.97595 600.80133 ... 360.61017 274.4522  387.49292],[0.         0.         0.16567874 ... 0.         0.         0.        ],2,2,5,36
[0.32661134 0.29752758 0.88336086 ... 0.31642726 0.45073646 0.34778267],[367.57974 367.92136 470.5641  ... 342.4547  365.91052 339.5908 ],[409.34445 403.5037  522.24817 ... 382.13333 400.41852 371.87036],[236.25096 247.09798 340.885   ... 243.04417 259.62082 228.1065 ],[0.         0.10512372 0.         ... 0.03366062 0.         0.        ],2,2,5,37
[0.8651683  0.49575827 0.39731255 ... 0.23926717 0.0344631  0.56179684],[488.55524 431.47363 435.37875 ... 371.57196 324.39365 365.93735],[511.15524 450.3177  454.06137 ... 382.27435 339.1805  389.66425],[319.0769  267.83093 255.33844 ... 214.91115 183.68936 227.49786],[0.         0.         0.05486293 ... 0.         0.06300233 0.        ],2,2,5,38
[0.09277312 0.29885358 0.3204904  ... 0.32723615 0.15359104 0.73567474],[329.98804 363.26694 372.61356 ... 346.81274 315.72113 344.72113],[329.98804 363.26694 372.61356 ... 346.81274 315.72113 344.72113],[155.60411 190.26158 193.1412  ... 191.04982 167.3032  195.49217],[0.         0.         0.         ... 0.         0.07963315 0.        ],2,2,5,39
[0.50925016 0.20375346 0.8538709  ... 0.30467594 0.60846925 0.32700986],[415.56906 366.7239  467.42267 ... 413.5035  440.33795 375.83835],[442.2738  385.5893  500.6012  ... 428.00595 463.19644 396.23215],[284.73187 242.23442 351.56277 ... 280.52698 328.91037 263.70508],[0.        0.        0.1251976 ... 0.        0.        0.       ],2,2,5,40
[0.44305113 0.26166573 0.24601163 ... 0.37790945 0.55546373 1.2422829 ],[324.5176  321.74472 334.2033  ... 341.6758  352.64056 393.71283],[385.58566 381.01196 400.74103 ... 407.1992  404.5777  470.22708],[205.39644 206.16026 205.1625  ... 241.79158 242.82166 311.62018],[0.         0.         0.         ... 0.         0.11907029 0.        ],2,2,5,41
[0.7981855  0.64930934 0.21633573 ... 0.37593043 0.954235   0.7741757 ],[438.8085  434.99576 399.95746 ... 393.30212 440.91064 409.55743],[438.8085  434.99576 399.95746 ... 393.30212 440.91064 409.55743],[278.33597 267.8676  219.85767 ... 236.4805  299.78342 266.97397],[0.         0.         0.06886211 ... 0.151804   0.         0.        ],2,2,5,42
[0.3703384  0.25022745 0.30233872 ... 0.13529469 0.14139348 0.39140168],[442.38467 433.86    465.9634  ... 395.3961  377.56195 415.5454 ],[472.14716 465.92493 494.74173 ... 416.97897 395.49548 434.18018],[273.28345 266.7142  284.32635 ... 248.35522 224.50217 260.2857 ],[0.         0.         0.02790049 ... 0.         0.04990282 0.        ],2,2,5,43
[1.2074531  0.6240014  0.963432   ... 0.4501739  0.35593656 0.35497677],[741.84485 623.4855  736.7365  ... 565.193   540.2943  509.50342],[753.93146 631.00287 750.1429  ... 572.80286 548.5257  519.52856],[528.7229  405.41336 506.45178 ... 396.77728 370.38086 340.30505],[0.         0.         0.07659204 ... 0.         0.         0.        ],2,2,5,44
[0.91240406 0.7977183  1.0454966  ... 0.26136106 0.58807176 0.6185812 ],[437.39523 428.64987 477.061   ... 345.4191  379.39258 375.56763],[437.39523 428.64987 477.061   ... 345.4191  379.39258 375.56763],[276.88895 269.84604 311.63364 ... 201.89983 244.1078  235.77632],[0.         0.04811963 0.05338361 ... 0.         0.03970267 0.        ],2,2,5,45
